date,,1 year,2 year,3 year,4 year,5 year,6 year,7 year,8 year,9 year,10 year
2016-01-06,-1.0,9.854191639578918,9.652363177845753,9.561143827044871,9.48043820137582,9.404255018080697,9.33372383495351,9.271823310927715,9.221115538627028,9.182910792360538,9.157131309443205
2016-01-07,-1.0,9.934349749602081,9.696790376003952,9.59191078588242,9.50176011464399,9.417770124393346,9.340425803611973,9.272520027069222,9.21656584739297,9.17385300302316,9.144276726300681
2016-01-08,-1.0,9.857585697895066,9.749447563936947,9.680045759342647,9.595324310071302,9.498079815628042,9.39580390853785,9.296247293695009,9.205627261813031,9.12797557552532,9.065130607373545
2016-01-11,-1.0,10.042115512702827,9.933054117525938,9.885728860715632,9.835117715979004,9.778882417151854,9.720388658736185,9.66423720590877,9.61436382843835,9.573282098637593,9.541957356801428
2016-01-12,-1.0,10.171078538318456,10.121324761242487,10.1058533796557,10.070625803661299,10.01509894829646,9.946157968841863,9.871717458709337,9.798633841300616,9.731848064809503,9.674236204357598
2016-01-13,-1.0,10.058494810643,10.107868137134101,10.088744986186148,10.044998365310867,9.984790833874426,9.916758047247624,9.848284310153064,9.785011146230467,9.730549786765883,9.686561399731229
2016-01-14,-1.0,10.094352538094832,10.089229742769664,10.073719410990737,10.04345883611295,10.001581261920375,9.953624464485534,9.905138072822382,9.860604361187159,9.822932426341824,9.79341663114402
2016-01-15,-1.0,10.08156358813527,10.135518740231426,10.143514725932718,10.134546051044046,10.113172877986909,10.084866217828203,10.054682590018457,10.026640507613036,10.003333575118921,9.985905759761712
2016-01-18,-1.0,10.081422105454125,10.153815338544652,10.159087551904312,10.149201199179556,10.129292975563487,10.10460190428333,10.079596483712962,10.057675369581604,10.040884468919437,10.02992764370533
2016-01-19,-1.0,9.944208159782526,10.0796821384761,10.070915674739572,10.043553331110031,10.008131390366152,9.971777719048971,9.939187357706645,9.913371049716012,9.895749980483856,9.886339629886882
2016-01-20,1.0,10.008290536723312,10.10658030883069,10.179860130391615,10.230736806754676,10.261843857062829,10.277588723109792,10.282922801439684,10.282314880649333,10.279150356851414,10.275553457429071
2016-01-21,1.0,10.045093362066472,10.015131828096209,10.054262381768138,10.10530488628721,10.156757750834181,10.205101134471892,10.249713251350629,10.29095769460873,10.329228877025976,10.364573827336848
2016-01-22,-1.0,9.869734685477242,9.990939438899611,10.043077010650999,10.061069328634257,10.055130502385012,10.033586103960992,10.003794470123568,9.971690122587642,9.94145492225839,9.915513717989363
2016-01-25,-1.0,9.877529695670928,10.017823542490698,10.077526165150914,10.09671549269388,10.087250658497506,10.058924140419162,10.020321717211774,9.978380550310737,9.938067047604159,9.902386976150948
2016-01-26,-1.0,9.800643611388038,9.95606851469826,9.9884724820749,9.984341876149658,9.962016120572251,9.930970673727288,9.897973259580956,9.867773848277716,9.843238859326528,9.82554907548436
2016-01-27,-1.0,9.707939643378099,9.884271984986905,9.892088280243673,9.864239615045589,9.822994755765407,9.778679939162789,9.737713217902797,9.704060653319663,9.679669881684394,9.664810731988599
2016-01-28,-1.0,9.626238498374892,9.669530518855707,9.678551632424798,9.66971852011985,9.652035411794685,9.630720057404245,9.610161264779762,9.593589353010795,9.582853117212233,9.578460066237385
2016-01-29,-1.0,9.604391500569866,9.709529611515075,9.753220441915818,9.76238667601176,9.749898012724818,9.724245045043746,9.692648684692378,9.660747991154537,9.632369050135912,9.609572393175604
2016-02-01,-1.0,9.610307064046408,9.741183145253032,9.801173050091204,9.826555678545281,9.829240093222138,9.81730646794679,9.79767662755672,9.775844437665853,9.755623488066465,9.73916400031782
2016-02-02,-1.0,9.642706316906436,9.829056955450396,9.913497228301146,9.950884064536506,9.956706187093461,9.941560761359431,9.914340287334396,9.882142307044882,9.850068169851987,9.821266974220393
2016-02-03,-1.0,9.633675144567114,9.764144296263693,9.834142409177966,9.86336144736293,9.863951543340288,9.845209188089632,9.815482500566398,9.781589889932064,9.748461049129993,9.719122687752504
2016-02-04,-1.0,9.614390298125436,9.69700163979891,9.745622007642584,9.76158131856828,9.75462969367691,9.732576687791806,9.702686397003514,9.670895976928847,9.641404888785358,9.616644224229528
2016-02-05,-1.0,9.580328366606999,9.700111537844046,9.77039198892431,9.797031490329342,9.794746476804898,9.773220447989395,9.741035072642902,9.705122250466943,9.670453467429613,9.640051121177745
2016-02-08,-1.0,9.597954650647376,9.718502712584788,9.797656105888892,9.832753590278548,9.83742943826297,9.821155385238225,9.792592913865656,9.758873963155484,9.725215914276703,9.69489449260132
2016-02-09,1.0,9.604232748234963,9.730072062575193,9.841413298554617,9.90229494429224,9.924776084836875,9.918745048113898,9.894056488317291,9.859231692114859,9.820843202002846,9.783380367250846
2016-02-10,1.0,9.590768595583093,9.700722131090663,9.79001809060262,9.835820401453878,9.848988998434166,9.838525454343989,9.813265469829743,9.78074642302666,9.746655319965187,9.714725723385108
2016-02-11,1.0,9.619230711915492,9.749036834788155,9.865933240567148,9.927432908624843,9.946463026514612,9.93398222122811,9.900904609842208,9.856672781736792,9.808603858676651,9.76175048607165
2016-02-12,-1.0,9.584095367856607,9.743886932633343,9.849974946183833,9.89959731650981,9.90777119238525,9.88645368457639,9.846743990303908,9.797955110153431,9.747135442589629,9.699014930706294
2016-02-15,-1.0,9.573128227832834,9.717753739635835,9.795064334033604,9.820757805730302,9.810650937682098,9.776538523682476,9.728867055480533,9.676127663467465,9.62451755740848,9.577961817628589
2016-02-16,-1.0,9.541787363291672,9.707441704442507,9.79952390168134,9.837724162456498,9.837665207670705,9.8113121537431,9.76934164367901,9.720521551779141,9.671345535904152,9.626032803810814
2016-02-17,-1.0,9.54008085648983,9.666725814116228,9.735813877038936,9.760567275550368,9.754177236078306,9.72689351787592,9.687937963957475,9.64483581243881,9.60304349048153,9.565945473777768
2016-02-18,-1.0,9.500873593598964,9.573397353896198,9.618194010607317,9.626560590792508,9.608821034081641,9.573950191355824,9.530373093100083,9.48499646339584,9.44275180698164,9.406569988088759
2016-02-19,-1.0,9.452315649914178,9.536511385850735,9.586872207229499,9.603343902792682,9.595272036713935,9.570889061322054,9.53793511357222,9.50277719508542,9.469961256480742,9.44217425289009
2016-02-22,-1.0,9.33768794869415,9.492455506594803,9.551490912950928,9.565166575290226,9.54824397079963,9.51205216594328,9.46615994575052,9.418125815082549,9.373272312699255,9.334760308017254
2016-02-23,-1.0,9.401641037466854,9.498693599253041,9.562762612654495,9.586700937008636,9.5800998775625,9.552431328817388,9.512786262824237,9.468776885321088,9.426004456966295,9.387995177936155
2016-02-24,-1.0,9.347812667725744,9.476395112964793,9.5346819393365,9.550421558279048,9.535532283192007,9.500607793184512,9.455103362165833,9.406685810893732,9.360859528892027,9.320978748888608
2016-02-25,-1.0,9.370647267518553,9.392913354470346,9.402946218328294,9.391311435382892,9.363955293450482,9.327427755876,9.288084325237728,9.251061006312606,9.219800916422672,9.19602514275505
2016-02-26,-1.0,9.267308604343892,9.313838501797703,9.33784680548813,9.33384443940727,9.308335385472834,9.269250439942216,9.224262177133733,9.179670744100743,9.139885594569886,9.107385938462102
2016-02-29,-1.0,9.197738534233485,9.226113619771397,9.249591360516876,9.250387398865788,9.232496874595219,9.202467741151876,9.167054047272329,9.13191822797598,9.101037005433062,9.076617699774612
2016-03-01,-1.0,9.085009593293796,9.037422098335531,9.02529107302007,9.007898617392076,8.983929945571608,8.956578784620268,8.929991200526452,8.907706137115577,8.891983327511534,8.88368357178305
2016-03-02,-1.0,9.044111223912303,9.035033986936687,9.037925533443923,9.026626864147008,9.003020253449034,8.972176698913719,8.939614749949174,8.909933748544525,8.886210063674518,8.86991278108484
2016-03-03,-1.0,8.937799796593325,8.972195769378246,8.991469226371974,8.986489407934194,8.962885386648766,8.927887661314937,8.888571040657409,8.850720866852694,8.818314382239413,8.79348128958211
2016-03-04,-1.0,8.840280304798908,8.868946653231353,8.892530038364331,8.895513199098454,8.881796930497572,8.857524322124041,8.829004251702433,8.801484221002784,8.778584813434232,8.762225945394905
2016-03-07,-1.0,8.834888025321638,8.802176203899151,8.80232628583303,8.798929823772736,8.79013047963293,8.778353274186088,8.767055501292957,8.759245823164273,8.756821448310175,8.760432613986536
2016-03-08,-1.0,8.828209970865354,8.836858864805286,8.850069643667114,8.84822057723019,8.833688972076642,8.811516637010554,8.78709917068097,8.764926148740592,8.74800600604439,8.737784381970062
2016-03-09,-1.0,8.84671997949013,8.878187286881358,8.894164656439896,8.892056902743622,8.875061996887812,8.849116083763196,8.820209132697986,8.793266873025011,8.77161517610362,8.756920284317582
2016-03-10,-1.0,8.897778561901376,8.864526156621295,8.887196174344684,8.895776332094632,8.88792231995927,8.867954123444678,8.841792369265221,8.81482476789029,8.791007724853404,8.772650250061481
2016-03-11,-1.0,8.892388455803287,8.862450507763874,8.904190033698345,8.92991822908698,8.935628189297896,8.925442533420588,8.90561510830438,8.882064268648072,8.859333484499942,8.84030377180404
2016-03-14,-1.0,8.990351163304275,8.954102332837449,8.954063688686343,8.95114645456582,8.942922271697466,8.93157945128797,8.920456773538572,8.912509480785015,8.90962207004033,8.912458698824546
2016-03-15,-1.0,8.957046755851552,9.00838028395652,9.047702920656992,9.066673048988223,9.067688874512491,9.056389981625857,9.038792687271302,9.020044538064248,9.003811461429,8.99216168553914
2016-03-16,-1.0,9.037289299706638,8.998502882054838,8.996652478555033,8.991857659018038,8.981688488132932,8.968393159003092,8.955372100844695,8.94562975815966,8.941084290911014,8.942418809514045
2016-03-17,-1.0,8.92475487590195,8.8751280689729,8.855554591482049,8.828057457405015,8.792903085431531,8.754313372968637,8.717160695062299,8.68546644552406,8.661773357822355,8.647065568333076
2016-03-18,-1.0,8.892682625543655,8.837417548835269,8.809893682783795,8.772720800459895,8.727175065510497,8.678222276775013,8.631285126543048,8.590758831521555,8.55940823292941,8.538315333822347
2016-03-21,-1.0,8.935963840943414,8.877863871253586,8.847381698869187,8.806330653183798,8.756313196467012,8.702620752690919,8.650951816375983,8.605912025118311,8.570412113219811,8.545622539212552
2016-03-22,-1.0,8.997883666294411,8.933571173210156,8.896935097263931,8.848741987510403,8.791059122658167,8.72962464993083,8.670500258859077,8.618554516869665,8.576866179502655,8.546692088332506
